state,year,pop_tot,pop_male_pcp,pop_white_pcp,pop_black_pcp,pop_hisp_pcp,empl_notinlabor_pcp,rentpct_median,rentpct_50plus_pcp,hmls_unshelt_pcp,hmls_shelt_pcp,shelter_beds_pcp,temp_degf,precip_in,illicit_pastmon_pcp,restriction,conservative,moderate,liberal,undecided,clusterpred
AR,2017,3004279,0.49252482875258924,0.7234038516396114,0.1525713823516391,0.07448176417702883,0.41953139866392963,27.6,0.18051177614223712,0.00039743312788193105,0.0004237289546010873,0.0006863543632265845,45.2,3.02,0.08654322717696991,0,0.42,0.38,0.14,0.06,0
AR,2018,3013825,0.4899687274476786,0.7213978913838727,0.15153965475765846,0.07641452307283933,0.42134776917385613,28.3,0.1975294610881282,0.0004170779657080288,0.00048277521090308825,0.0007837216825794463,35.7,2.7,0.08825993546406974,0,0.42,0.38,0.14,0.06,0
AR,2019,3017804,0.488668250158062,0.7197057860616528,0.1549033668190512,0.07686085643732993,0.41773181931946,27.2,0.17605602257626207,0.0004688839964424462,0.00043143955008343815,0.0006352301209753847,40.8,4.51,0.0782025605373974,0,0.42,0.38,0.14,0.06,0
CA,2011,37691912,0.4974725612221529,0.395765356769378,0.05979810734992696,0.3809703259415442,0.36102225754354006,34.1,0.2885061508799237,0.001974879915882219,0.0013448773837740043,0.0013174444427228845,45.2,1.28,0.0852437520282866,0,0.31,0.34,0.29,0.06,3
CA,2012,38041430,0.4972939503062845,0.39178482512355606,0.05950677984502686,0.38215337856647347,0.36194860810193535,34.1,0.2890608145329251,0.001950715312226696,0.0012063163766451472,0.0012392804371444501,46.5,3.12,0.09034886438285837,0,0.31,0.34,0.29,0.06,3
CA,2013,38332521,0.49754739585220603,0.388300550334271,0.0591931065530493,0.383990580739524,0.36519319647773885,33.8,0.2840262314801368,0.0019043360075378293,0.0011883904009339745,0.001170390019482413,42.1,1.19,0.09201064547776547,0,0.31,0.34,0.29,0.06,3
CA,2014,38802500,0.49647463436634237,0.3826848527801044,0.0582354487468591,0.38628361574640807,0.3679548094006863,33.6,0.28049131283288387,0.0018410411700277044,0.0010956768249468461,0.0011348495586624573,50.1,0.54,0.09460730623026867,0,0.31,0.34,0.29,0.06,3
CA,2015,39144818,0.49663171252961247,0.3784695588570625,0.05817446896802535,0.38790689996310623,0.36956746137030044,33,0.27291700289397736,0.0018827268528876543,0.0010739352524260044,0.0011733098363109007,48.6,0.65,0.12609587302206898,0,0.31,0.34,0.29,0.06,3
CA,2016,39250017,0.49659165752718015,0.3751776464198729,0.05771411513019217,0.38931896513573483,0.3669951746515801,32.8,0.2706431696037995,0.001997196587201478,0.0010127893702568333,0.0010790059020866158,44.5,6.39,0.10438212039500518,0,0.31,0.34,0.29,0.06,3
CA,2017,39536653,0.49700845946671307,0.36969836571649095,0.05746356425264425,0.3914672797416615,0.36326500418476115,32.7,0.2665588663414856,0.0022484452591371353,0.0010783917394322682,0.0011248549542117285,42.2,9.92,0.10898747549520695,0,0.31,0.34,0.29,0.06,3
CA,2018,39557045,0.4973463766062404,0.3664449404650929,0.05773560689379098,0.3928539657095215,0.36123473220425534,32.5,0.2664571558792088,0.002263642291783929,0.0010220429761626532,0.0011008911307707641,48.9,3.33,0.1123188044000759,1,0.31,0.34,0.29,0.06,3
CA,2019,39512223,0.4970814727381955,0.3633326578461556,0.05775792468067413,0.3941788342306126,0.3596481739739778,31.7,0.2577158173476894,0.00274426473043544,0.0010843733089884616,0.001171941148439054,46.1,5.23,0.12740361381337617,1,0.31,0.34,0.29,0.06,3
CO,2011,5116796,0.5020985788763125,0.695875309471005,0.039720754941178035,0.2092244834462816,0.30891616288649126,30.9,0.24413716059489698,0.0017530501509147522,0.0012011422773157265,0.0012431607591938392,24,0.71,0.10924805288309325,0,0.33,0.34,0.28,0.05,3
CO,2012,5187582,0.5014609889540059,0.6939337055298596,0.04207972037839595,0.20987465836684605,0.3126026811152907,30.5,0.24274511442619753,0.0018328384977818182,0.0013994959501363064,0.0012599318911970933,29.4,0.69,0.09985384327418824,0,0.33,0.34,0.28,0.05,3
CO,2013,5268367,0.5022383596283251,0.6914905510569025,0.039776082417948486,0.2103925182129491,0.32018147532468033,30.9,0.24382609674265499,0.00041056365283587875,0.0014408639337388607,0.0014304242661910228,22.9,0.91,0.12166957996661963,0,0.33,0.34,0.28,0.05,0
CO,2014,5355866,0.5027383059994406,0.6883529199572954,0.04022617444125749,0.2119371545143213,0.3192805978438982,30.4,0.23093537966431452,0.0003631532230268644,0.0015091863762088148,0.0015806967538022796,26.4,1.18,0.13760613129604063,0,0.33,0.34,0.28,0.05,0
CO,2015,5456574,0.5023335154989192,0.6849064999393393,0.041199661179340735,0.21337161376350802,0.3198209028787619,30.2,0.2254197152836593,0.0005166245340024712,0.001307413772817889,0.001402528399688156,29.2,0.65,0.1893129278554639,0,0.33,0.34,0.28,0.05,0
CO,2016,5540545,0.5036870921542916,0.6852634533245375,0.04225974159581774,0.21319527230624424,0.32033494279656366,31.2,0.24322756876042845,0.0005304532315864234,0.001373691577272633,0.00138181352195497,25.6,1.02,0.14168281279188238,0,0.33,0.34,0.28,0.05,0
CO,2017,5607154,0.5029590769220892,0.6816390275708497,0.0409184409773657,0.21521149588543492,0.31787735421368635,30.9,0.22932280828551968,0.0006882279316744288,0.00126285099357,0.0012610675576237072,25.3,2.29,0.14784683994768114,0,0.33,0.34,0.28,0.05,0
CO,2018,5695564,0.5029810919515609,0.6775748635253681,0.04171281369149745,0.21685771593471692,0.3132792825791894,30.7,0.23288295887060212,0.0007600652016200678,0.0011461551481117586,0.0013224326862098293,29.7,0.81,0.16293382007471077,0,0.33,0.34,0.28,0.05,0
CO,2019,5758736,0.5044431625273323,0.6751705582613963,0.04176923547111727,0.21826022238213386,0.31505667509008173,30,0.22624742692196317,0.0003799444878181601,0.0012903873349985136,0.0014232289863608959,26,1.38,0.16045187693966176,0,0.33,0.34,0.28,0.05,0
CT,2011,3580709,0.4869971282223716,0.7070141695401665,0.1004502180992647,0.1380422145446614,0.3188541258662444,32.7,0.2740567065531204,0.00019409563860118206,0.0010503506428475478,0.0010908454163686577,23.2,3.36,0.07568333533945372,0,0.33,0.36,0.25,0.06,0
CT,2012,3590347,0.48736403472979073,0.6998691212854914,0.1020374910837309,0.14222775681570612,0.32330682591851473,31.7,0.26710655153996793,0.00019357460434882756,0.000978735481556518,0.0009856985968208643,31.7,2.86,0.08077213706641725,0,0.33,0.36,0.25,0.06,0
CT,2013,3596080,0.4871646348245868,0.6932826855909768,0.10316733776779159,0.14659379101688505,0.32625799190204346,31.6,0.2537119335728939,0.0002555560499210251,0.0009813463549198016,0.0009571533447531756,28.8,1.72,0.08398033414162087,0,0.33,0.36,0.25,0.06,0
CT,2014,3596677,0.487704622906088,0.6856103564484661,0.10338904494342972,0.15045915994124576,0.3279046465781392,31.9,0.2669940190180307,0.00025551363105444277,0.0009817395334638056,0.0009483754031846619,23.6,2.8,0.08396639453584517,0,0.33,0.36,0.25,0.06,0
CT,2015,3590886,0.4879194159881433,0.6794412298246171,0.10598247897594075,0.1542190423199177,0.332966115235092,31.4,0.26390025249192817,0.0001743302349336626,0.0009526896704601594,0.0009465630487851745,23.3,3.47,0.1333932628326268,0,0.33,0.36,0.25,0.06,0
CT,2016,3576452,0.48795649990549295,0.6743468107498717,0.1059519322501742,0.15723599813446398,0.3343053583306104,30.7,0.24426385833423953,0.0001881753201217296,0.0009028500871813742,0.0009048073341960133,29.7,2.14,0.09366824998629927,0,0.33,0.36,0.25,0.06,0
CT,2017,3588184,0.4878922039672436,0.6671045854950582,0.10606423750844439,0.16131642078555614,0.34262435195859886,30.7,0.24515623909554052,0.00011593608354532544,0.000828274135328623,0.0008622746213683579,32.7,3.56,0.10506707571295118,0,0.33,0.36,0.25,0.06,0
CT,2018,3572665,0.4871805780838674,0.6627086502652781,0.10959661765096923,0.16508964596456707,0.3400044179217632,31.5,0.25630781634558264,0.00016262369967517246,0.0009502710161742005,0.0009564288843202484,25.4,3.86,0.12287745982340914,0,0.33,0.36,0.25,0.06,0
CT,2019,3565287,0.4890986335742396,0.6562346874178713,0.11127996147294734,0.1685569773204794,0.33813063446280545,29.6,0.23820321779505452,0.00012789994185601327,0.0007228029608836539,0.000756460840319447,27,5.9,0.1217293306261179,0,0.33,0.36,0.25,0.06,0
DE,2011,907135,0.4849531767597987,0.6502284665457733,0.21374878050124843,0.08394891609297403,0.36019495360770126,31.7,0.25850663623298675,0.000024252178562176524,0.0011167025856129462,0.001340484051436666,30.3,3.18,0.07385890743935578,0,0.26,0.4,0.25,0.09,0
DE,2012,917092,0.4848924644419535,0.6429474905462047,0.21475489918132531,0.08593794297627719,0.359068512323668,29.5,0.22889842632331903,0.000023988869164707574,0.0010751374998364395,0.0013510094952305766,39.3,2.12,0.07741862321337445,0,0.26,0.4,0.25,0.09,0
DE,2013,925749,0.4837045462647003,0.6395513254672703,0.21631025256305975,0.08743622731431522,0.3621209364999158,30.6,0.22109056069316005,0.000010802064058400278,0.001011073195866266,0.001361060071358435,37.4,3.03,0.07993527403216207,0,0.26,0.4,0.25,0.09,0
DE,2014,935614,0.4852481899586795,0.6353987862515952,0.21731825304024951,0.08906023210426522,0.36930707771941035,29.8,0.22911435031510077,0.00003954622312192849,0.0009234577507390868,0.0012526533378081131,30,3.09,0.0876429809729226,0,0.26,0.4,0.25,0.09,0
DE,2015,945934,0.48439743153327824,0.6304615332570771,0.2155150359327395,0.09018176743832022,0.37526037242731136,29.3,0.2224673027965097,0.000039114779678074793,0.00096835508608423,0.001211501013812803,32.1,4.96,0.10888708937410009,0,0.26,0.4,0.25,0.09,0
DE,2016,952065,0.4834039692668043,0.6274056918382673,0.22047969413853047,0.09153996838451156,0.3858731951770228,30,0.19939668174962294,0.0000535677711080651,0.0010703050737082026,0.0012289076901261995,34.3,2.67,0.08612857315414389,0,0.26,0.4,0.25,0.09,0
DE,2017,961939,0.4839288146129848,0.6215747568192993,0.21867914701451963,0.09308282541824378,0.4069335761410706,29.5,0.21868659185106118,0.00006029488356330287,0.0009730346726767498,0.0011882250329802618,39.1,3,0.09875886100885815,0,0.26,0.4,0.25,0.09,0
DE,2018,967171,0.4838068966087693,0.618406672656645,0.22497986395373723,0.09509693735647574,0.37878140147329886,31.3,0.25190094437038846,0.00009615672926504206,0.0010225699488508237,0.001160084411133088,32.8,2.98,0.11063193582106991,0,0.26,0.4,0.25,0.09,0
DE,2019,973764,0.48295890996175667,0.6130859222563168,0.22532975135659153,0.09590619493018843,0.37581095769701267,29.7,0.24463019975656905,0.0000975595729560756,0.0008482548132812468,0.0010413200734469543,35.3,3.45,0.12117925904017811,0,0.26,0.4,0.25,0.09,0
DC,2011,617996,0.47295289937151697,0.35246021009844725,0.5013705590327445,0.09505563142803514,0.32568494263706976,29.7,0.23498370717200798,0.0004935307024640936,0.010098770865830846,0.01048388662709791,34.4,2.25,0.11488747499983819,0,0.15,0.39,0.36,0.1,1
DC,2012,632323,0.4729165315827512,0.35262832444810643,0.49535443120050987,0.09919930162274661,0.3102743948715162,29.3,0.2416127605285259,0.001073818285907677,0.009923725690825733,0.009873118643478096,41,2.2,0.11544732676179738,0,0.15,0.39,0.36,0.1,1
DC,2013,646449,0.4735826028039335,0.3561982461106754,0.488057062506091,0.10141557957394938,0.31232376419511804,29.8,0.24955007509091587,0.0007920191693389579,0.009827534732051562,0.010314812150687835,39.8,2.54,0.12839373252955763,0,0.15,0.39,0.36,0.1,1
DC,2014,658893,0.4744821996894792,0.3573159830200048,0.4877058945837943,0.10374370345412684,0.31083213540709675,29.5,0.24290722074645513,0.0006010080544185475,0.011158109131528184,0.011050352636922839,31,2.58,0.12900425410499125,0,0.15,0.39,0.36,0.1,1
DC,2015,672228,0.47559012715923765,0.3597812051863356,0.47428997304485976,0.1058108260887675,0.30242145599302384,29.3,0.2258438120450033,0.0008092492428164253,0.010047186371290692,0.010358092789946267,33.9,3.73,0.19933712966434008,0,0.15,0.39,0.36,0.1,1
DC,2016,681170,0.4750517491962359,0.3628829807537032,0.4705932439772744,0.10925613283027731,0.3065067411550852,29.3,0.2507418137125801,0.0004668438128514174,0.0117914764302597,0.012205470000146806,35,2.68,0.14387010584729215,0,0.15,0.39,0.36,0.1,1
DC,2017,693972,0.4741949242908936,0.36516747073368955,0.45854875989232996,0.11027246056036843,0.29456192832275807,29.2,0.2330853875945165,0.0012925593539796995,0.009475886635195656,0.01066613638590606,42.2,2.76,0.16859469834517818,0,0.15,0.39,0.36,0.1,1
DC,2018,702455,0.475771401726801,0.369235039966973,0.45522773700806457,0.11281719113679879,0.2929780100211816,28.5,0.22629206441037508,0.0008541472407485177,0.008974240342797759,0.009567872675117979,35.8,0.94,0.16798229068054182,1,0.15,0.39,0.36,0.1,1
DC,2019,705749,0.4737590843203462,0.3728705247899749,0.4544165135196791,0.1126136912698424,0.29168842790042515,27.1,0.16953723136087043,0.000861496084301926,0.008378332806706067,0.008722647853557001,37.3,3.3,0.16153051580661112,1,0.15,0.39,0.36,0.1,1
FL,2011,19057542,0.48910552053355044,0.5733928856092774,0.1598646876916236,0.22852112827561918,0.4017401935684074,36,0.300783809998165,0.0018818271527356466,0.0010926907572865378,0.0012579796492118449,54.9,4.24,0.06926391661631914,0,0.37,0.31,0.24,0.08,3
FL,2012,19317568,0.488726168842786,0.5677066077883096,0.1607758802764406,0.23213072163121154,0.40386140384632563,34.7,0.28797359223614977,0.0018293193014772874,0.0010266302673297178,0.0012047065137806166,59.3,1.13,0.0699881061632603,0,0.37,0.31,0.24,0.08,3
FL,2013,19552860,0.48921789446658953,0.5621882425384317,0.16066969231099695,0.236247587309478,0.4109866153027427,34.1,0.2755958602687092,0.0014418351074983403,0.0010059909394329013,0.0011986993207131846,64,0.8,0.07277707711301569,0,0.37,0.31,0.24,0.08,3
FL,2014,19893297,0.4887187880420224,0.5557616216155623,0.16192187750476958,0.2407278190236641,0.413986878850877,34.2,0.277358236293407,0.0010903672729563128,0.00099787380643842,0.0011217848906594015,54.5,3.91,0.0780162282803097,0,0.37,0.31,0.24,0.08,0
FL,2015,20271272,0.48794362780983846,0.5510501265041483,0.1618437165659856,0.2448245477639489,0.41573753097619764,33.6,0.2689240146453367,0.0008394638481492429,0.0009315152990892727,0.001086562303539709,58.6,2.84,0.10616008704337843,0,0.37,0.31,0.24,0.08,0
FL,2016,20612439,0.4885816763363132,0.5468243714390131,0.16060341039699377,0.248712828210189,0.4178225642022832,33.3,0.2669000942815879,0.0007452296159615075,0.0008828649535360662,0.0010466980642125853,56.9,6.05,0.08228041329800903,0,0.37,0.31,0.24,0.08,0
FL,2017,20984400,0.488661434208269,0.5379433769848078,0.16176340519624102,0.25594536894073694,0.41590764735919383,33.3,0.2676349561922503,0.0007185814223899659,0.0008154152608604487,0.0009522311812584587,62.8,3.71,0.08749356664951106,0,0.37,0.31,0.24,0.08,0
FL,2018,21299325,0.48849792188250096,0.5326112916723886,0.16013376010742125,0.26115625729923364,0.41257122000161717,33.3,0.26749190940943574,0.0006287992694604172,0.0008280544101749703,0.0009180572623780332,55,2.96,0.0906601500282286,0,0.37,0.31,0.24,0.08,0
FL,2019,21477737,0.4887854339588943,0.5297791382769982,0.16021529642531707,0.2636976605123715,0.4074169572728985,33.1,0.2624103693981928,0.0005808805648379064,0.0007380665849479394,0.0008668045427691008,58.4,3.98,0.09744974528741086,0,0.37,0.31,0.24,0.08,0
GA,2011,9815210,0.48995344979883265,0.554388444057743,0.30788205244717126,0.08966359354512028,0.36565016742709294,32.7,0.26624948801903964,0.0012482667207324143,0.0008887227069008202,0.001137724001829813,41.8,3.33,0.05267335085036388,0,0.42,0.32,0.2,0.06,3
GA,2012,9919945,0.48902015081736844,0.5504482131705367,0.3088088694040138,0.09116411431716608,0.3702986653403571,31.7,0.24734505211780664,0.0012294423003353346,0.0008387143275491951,0.0009610940383238012,50,3.04,0.059778557239984695,0,0.42,0.32,0.2,0.06,3
GA,2013,9992167,0.488285874325359,0.5459207196997408,0.3098402979053493,0.09081113235997756,0.3710774257568279,31.4,0.23843715932803256,0.0008467632696691318,0.0008516671108479272,0.000882991647357375,52.5,3.32,0.07716043977247378,0,0.42,0.32,0.2,0.06,0
GA,2014,10097343,0.48744892592041295,0.5421487613127532,0.3133121257740774,0.09132253900852927,0.3760491883798061,31.1,0.2390122866370276,0.0008226916724528423,0.0008134813287020159,0.0009166767930929949,40,3.33,0.07863454772210868,0,0.42,0.32,0.2,0.06,0
GA,2015,10214860,0.4870803907248851,0.5367387316125722,0.3130663562692,0.09301086847984211,0.3741911656965739,30,0.23569906560945386,0.0005680939337396694,0.0007819000945681096,0.0009025086981123579,44.9,3.64,0.10298721666278343,0,0.42,0.32,0.2,0.06,0
GA,2016,10310371,0.4867089651769078,0.5319778502635841,0.3156525599321305,0.09333650554378693,0.37105398847380794,29.4,0.2199376520691993,0.0005204468394008324,0.000731593460603891,0.000852733621321677,44.4,3.78,0.07671886879725279,0,0.42,0.32,0.2,0.06,0
GA,2017,10429379,0.48619587033897227,0.526114546225619,0.315652638570331,0.09602412569338979,0.36737078104467796,29.1,0.21263933728110307,0.0003377957594598873,0.0006377177394742295,0.0007792410267188488,53.2,7.72,0.06817280300198122,0,0.42,0.32,0.2,0.06,0
GA,2018,10519475,0.4867438726742542,0.5222507777241735,0.31557572977738907,0.09712975219770949,0.3688886113798978,29.9,0.21720688345076228,0.0003421273400050858,0.0005608644918116161,0.0006999398734252422,42.5,2.82,0.07804571996226048,0,0.42,0.32,0.2,0.06,0
GA,2019,10617423,0.4869473505953375,0.5182195340620789,0.31937768703384994,0.09820104181589073,0.3675768551138878,29.3,0.21195289630153777,0.0003654370745142206,0.0006181349278445438,0.0007158045789453806,48.2,4.94,0.084672146904197,0,0.42,0.32,0.2,0.06,0
ID,2011,1584985,0.5015277747108017,0.8347668905383963,null,0.11466354571178906,0.36452979600743246,30.9,0.23446192185337722,0.0003873853695776301,0.0010000094638119605,0.0011955949109928486,24,2.79,0.07444865408820904,0,0.42,0.32,0.21,0.05,0
ID,2012,1595728,0.5005314188884321,0.8340657054335074,null,0.11603418627736055,0.3632380858460097,30,0.21548513026269417,0.0003045631837004803,0.0009287297083212176,0.0011248784253958069,26.8,3.33,0.05765393600914442,0,0.42,0.32,0.21,0.05,0
ID,2013,1612136,0.5029842395430658,0.8317350397236958,null,0.11801113553695222,0.3749088903495357,29.1,0.21140226825277986,0.0002338512383570617,0.0008708942669849194,0.0010929598991648347,20.2,1.9,0.0552062605140013,0,0.42,0.32,0.21,0.05,0
ID,2014,1634464,0.4998886485110715,0.8277661667678211,0.006946619809307516,0.12047496916420307,0.3812932606047226,28.6,0.1976447331560893,0.00038911838988194296,0.0008981537678407111,0.0010817001781623823,27.7,2.02,0.06240577950936821,0,0.42,0.32,0.21,0.05,0
ID,2015,1654930,0.4996096511634933,0.8260373550542923,null,0.12075435214782498,0.377052069833521,28.5,0.2070709521575732,0.0002833956723245092,0.0009045699818119196,0.0011233103514952294,28.7,2.06,0.0918467850603953,0,0.42,0.32,0.21,0.05,0
ID,2016,1683140,0.49978195515524554,0.8233925876635336,0.00679503784593082,0.12313176562852764,0.38039285854763116,28.3,0.20079935636240948,0.00043846620007842484,0.0008965386123554785,0.0011324072863814062,25.8,2.66,0.0730777000130708,0,0.42,0.32,0.21,0.05,0
ID,2017,1716943,0.502474456053579,0.8196556321322257,0.0066088390820196125,0.12441822471683685,0.3788486536815729,28.4,0.18164752533721434,0.0003721731006795217,0.0008142378634584841,0.0009848900050846185,18.5,3.33,0.07280381468691739,0,0.42,0.32,0.21,0.05,0
ID,2018,1754208,0.5028810722559697,0.8177268602127,0.006883448256991189,0.126817344351411,0.3786609630583832,28.3,0.180625980763688,0.00041215180867947243,0.0007348045385723928,0.000805491709078969,30.4,2.78,0.07638774877323555,1,0.42,0.32,0.21,0.05,0
ID,2019,1787065,0.5025245304451713,0.8158779898884484,null,0.128419503487562,0.36405837026246424,28,0.18342163970998326,0.0005511830851144194,0.0007442370590885055,0.0008203394952058263,26.3,2.22,0.08281735695120211,1,0.42,0.32,0.21,0.05,0
IL,2011,12869259,0.4902619490368482,0.6312632296855631,0.14509802001809116,0.16139468480663882,0.3411766097924604,31.7,0.26363252023690853,0.00022689729066762896,0.0008616657726758006,0.0010136558756024725,22.7,1.19,0.07071114195463779,0,0.32,0.35,0.27,0.06,0
IL,2012,12875255,0.4906041084234837,0.6286234330892864,0.14395334306000154,0.16310418706270283,0.3382038926319429,30.4,0.2518815635023759,0.0002326167520565612,0.0008659245972215696,0.0010287951578434758,31.9,1.89,0.07230924746733171,0,0.32,0.35,0.27,0.06,0
IL,2013,12882135,0.4911280622350255,0.6266982142323458,0.14233354952420543,0.16445364064264192,0.34074009188170545,29.8,0.24161866313488328,0.00017046863738037212,0.0008716722810310558,0.0009896651447916047,29.2,3.81,0.07250350970549524,0,0.32,0.35,0.27,0.06,0
IL,2014,12880580,0.49070810475925775,0.6215866832083649,0.14267331129498828,0.16703486954779986,0.34581758606251306,30.1,0.24046160778155487,0.00013182636185637603,0.000885752039116251,0.0009841171748477164,19.3,1.72,0.07949952564247884,0,0.32,0.35,0.27,0.06,0
IL,2015,12859995,0.4907027568828759,0.6180741905420648,0.14343893601824884,0.16889493347392437,0.34815554755646894,29.7,0.23465146478849552,0.0002110420727224233,0.0008136084034247291,0.000931182321610545,25.7,1.5,0.10412134685899956,0,0.32,0.35,0.27,0.06,0
IL,2016,12801539,0.4913256132719668,0.616072567524889,0.14166085812026194,0.1701975051593406,0.3477096613455208,29.3,0.23071559729415445,0.0001448263368958998,0.0007605335577230206,0.0008890337325848088,26.9,0.86,0.07788126099526002,0,0.32,0.35,0.27,0.06,0
IL,2017,12802023,0.4917113490578794,0.6119557823009691,0.1420858250293723,0.17238892634390673,0.3501510948657991,29.4,0.23485649639703893,0.00017630026129464069,0.0006671601824180444,0.0007949524852439337,32.1,2.13,0.08404921628402011,0,0.32,0.35,0.27,0.06,0
IL,2018,12741080,0.4917999102116932,0.609111001579144,0.14073210434280298,0.17336583711898834,0.34647373453256675,28.9,0.22331154354945246,0.00015242035996948454,0.0006829091411403115,0.000801344940931224,24.1,1.3,0.09253532667560364,0,0.32,0.35,0.27,0.06,0
IL,2019,12671821,0.4906402165876554,0.6069356566826504,0.14127503852840093,0.17489988218741412,0.3492042982162703,28.1,0.2094896499024568,0.00014907091885215236,0.0006557857785396432,0.0007843387307948874,25.4,3.31,0.10132718888626978,0,0.32,0.35,0.27,0.06,0
IN,2011,6516922,0.49201601614995544,0.8125785455158125,0.0903968161656684,0.0612997976652168,0.3602408668195551,31.1,0.24784050309952896,0.00009912655084716374,0.0008516290359160352,0.0011117211468849866,23.7,1.5,0.07350095643311368,0,0.41,0.31,0.2,0.08,0
IN,2012,6537334,0.492118805617091,0.809083488773864,0.0915007555067555,0.06254843335218914,0.35721846861563794,29.7,0.24038551449564532,0.00013598815664000034,0.0008214357718299234,0.0011302772659313415,32.4,3.4,0.06990617276094506,0,0.41,0.31,0.2,0.08,0
IN,2013,6570902,0.49139128844106944,0.8058987944120913,0.0918475119549797,0.06400597665282483,0.36312087809833243,29.9,0.23189318073438245,0.00010653027544772391,0.000821196237594169,0.0010958921621415142,29.9,4.71,0.06544002634645898,0,0.41,0.31,0.2,0.08,0
IN,2014,6596855,0.49174629425688454,0.8024646592959827,0.09290639251582762,0.06449512684453425,0.35985741241828595,29.8,0.22506161002444056,0.00006108971623599427,0.0008440385607990475,0.001037160889545094,19.4,2.33,0.07533893044488624,0,0.41,0.31,0.2,0.08,0
IN,2015,6619680,0.49142692698136464,0.7989633940009184,0.09149384864525173,0.06633160515311919,0.3642633190371884,29.1,0.21810704730819744,0.00008807072245184057,0.0007976216372996882,0.0009835822879655815,25.3,2.11,0.11480917506586422,0,0.41,0.31,0.2,0.08,0
IN,2016,6633053,0.49258418408536764,0.7950272672327509,0.09313132278605342,0.06755245284486645,0.3633543448922673,28.4,0.20233734780488596,0.0001041752568538198,0.0007699320358212124,0.0009767749481272047,27.5,1.34,0.08276731695042991,0,0.41,0.31,0.2,0.08,0
IN,2017,6666818,0.49291161090643243,0.7917997761450815,0.09359202546102204,0.06924112822638927,0.36570549001432145,28.2,0.2060826042973027,0.000085348062598979,0.0007303334214313335,0.0009212790869647259,33.8,3.68,0.09314788554299817,0,0.41,0.31,0.2,0.08,0
IN,2018,6691878,0.49253333668067467,0.7869666781133786,0.09523141336408106,0.07059587756979431,0.3604089868800693,28.5,0.20861137945554978,0.00008652279673956997,0.0006992058133755576,0.0008320534235680925,24.5,2.05,0.0983281524259707,0,0.41,0.31,0.2,0.08,0
IN,2019,6732219,0.4931371067994074,0.7831397047541085,0.09552645271937826,0.07212391634912649,0.36038872134267735,28.1,0.19308099267260517,0.00009536231664477938,0.0007172969269122112,0.0008787592916986212,27,3.5,0.10397760381829528,0,0.41,0.31,0.2,0.08,0
IA,2011,3062309,0.49382704358051394,0.8838180601630992,0.028820736248366837,0.050040998475333484,0.3230241415673039,29,0.2239556238610927,0.00003951266838193011,0.0009838980978078959,0.0013003259958416999,14.8,0.94,0.052574707516452455,0,0.41,0.31,0.23,0.06,0
IA,2012,3074186,0.4957757923560904,0.880136725624279,0.0298160228431201,0.05225578413277531,0.3225411967635112,27.5,0.22045264526917183,0.00004814282545037938,0.0009043044240003695,0.001179824512895446,26.5,0.57,0.06180497861873029,0,0.41,0.31,0.23,0.06,0
IA,2013,3090416,0.4946809749884805,0.8751003101200615,0.033144405154516415,0.05401376384279657,0.32298351990303714,27.1,0.2070406571206079,0.00004335985834916723,0.000954564045746592,0.0012179590061661603,22,0.95,0.060833234101816715,0,0.41,0.31,0.23,0.06,0
IA,2014,3107126,0.4971800306778676,0.8714892798039088,0.03149984905665235,0.055056344673502136,0.32247835715723777,27,0.19955861977416597,0.00006308080200159247,0.0009417062584523448,0.0011724661310806193,14.2,0.43,0.05213821389927541,0,0.41,0.31,0.23,0.06,0
IA,2015,3123899,0.4959472121217747,0.8676583333840179,0.0341272237034552,0.055801419956279,0.32501959485120036,27.3,0.20594692278459903,0.0000649828947734866,0.0009212845869856868,0.0011543266923802595,21.6,0.52,0.07522650380181946,0,0.41,0.31,0.23,0.06,0
IA,2016,3134693,0.4965934463119674,0.8640402744383581,0.03568674827168083,0.05712265922053611,0.32449821106751825,27.4,0.20346414841049176,0.00004561850235413803,0.0009318296879471131,0.0011382294853116398,19.6,0.59,0.0561458490512468,0,0.41,0.31,0.23,0.06,0
IA,2017,3145711,0.49663335252348356,0.8587088896596032,0.034038727651713716,0.05904738229290612,0.32707527163157435,26.4,0.18753832498467002,0.00003306088830156362,0.0008430526516898724,0.001038239049931796,24.2,1.56,0.06739334923011046,0,0.41,0.31,0.23,0.06,0
IA,2018,3156145,0.4958225937021271,0.8540745117857386,0.03648026310578253,0.060666731091252146,0.33053363547143916,26.6,0.1977606406643927,0.00007635897590256468,0.000794640296944532,0.0009587645688014968,17.8,1.02,0.07826002924453725,0,0.41,0.31,0.23,0.06,0
IA,2019,3155070,0.4977334892728212,0.8509164614414261,0.040992751349415386,0.06259195517056673,0.33143854061626654,26.5,0.1911736406030458,0.00005958663357706802,0.0006741530298852323,0.0007980805497183898,18.7,1.28,0.076701943221545,0,0.41,0.31,0.23,0.06,0
KS,2011,2871238,0.4956705086795313,0.7771414281922989,0.05839606469404487,0.10685495246301421,0.31858145857285924,28.6,0.21309732616701726,0.00010065344635310622,0.0007738822069086576,0.0010246451182381955,27.3,0.46,0.05398368230010887,0,0.39,0.31,0.27,0.03,0
