state,year,pop_tot,pop_male_pcp,pop_white_pcp,pop_black_pcp,pop_hisp_pcp,empl_notinlabor_pcp,rentpct_median,rentpct_50plus_pcp,hmls_unshelt_pcp,hmls_shelt_pcp,shelter_beds_pcp,temp_degf,precip_in,illicit_pastmon_pcp,restriction,conservative,moderate,liberal,undecided,clusterpred
NV,2017,2998039,0.5024124102454971,0.4877524942137177,0.09157652718993982,0.28840952369198664,0.36292793704930326,29.1,0.216320502246983,0.0015269981477892716,0.0010857096922354912,0.0011110595959558899,29.1,2.88,0.1107390530943727,0,0.33,0.37,0.24,0.05,3
NV,2018,3034392,0.5017064374016278,0.4843121785187939,0.0924023659434905,0.29038601472716774,0.3639812638631304,30.6,0.22974691710751877,0.0013969849643684798,0.001089180303665446,0.0009995412590067467,38.5,0.96,0.13577678823302988,1,0.33,0.37,0.24,0.05,3
NV,2019,3080156,0.5015262213991759,0.47841310634915896,0.09615876598458001,0.29238746349210887,0.36386215826252527,30.5,0.22744784180276148,0.0012359763596389273,0.0010915031576322757,0.0009944301522390425,34.1,1.32,0.14609649641122072,1,0.33,0.37,0.24,0.05,3
NH,2011,1318194,0.493903021861729,0.91987143015368,0.011117483466014867,0.029204350801171907,0.31433441253185934,30.1,0.21676029962546817,0.0002351702404957085,0.0008792332539823425,0.0010317146034650438,16.8,2.57,0.09406809619828341,0,0.34,0.34,0.28,0.04,0
NH,2012,1320718,0.4908602744870593,0.9179771911944866,0.012504561912535454,0.030391044871047414,0.3132334745951072,29.6,0.23419754881869984,0.00012644637235200852,0.001006270831471972,0.001024442765223159,22.7,3.21,0.08858817703703592,0,0.34,0.34,0.28,0.04,0
NH,2013,1323459,0.493148635507409,0.913543222721671,0.012165091627319017,0.03158768046460072,0.31930644363406324,29.1,0.2210967088411585,0.00015263034215642495,0.0009407167127957874,0.0010072091390817548,20.2,1.98,0.09671625641595244,0,0.34,0.34,0.28,0.04,0
NH,2014,1326813,0.4935239555234988,0.9118225401771011,0.012819440267769459,0.03199546582675931,0.3200771576312863,29.8,0.22169165158955803,0.00010024019963627128,0.0009368313394577834,0.0010536526247481748,16.5,3.46,0.1085307424633313,0,0.34,0.34,0.28,0.04,0
NH,2015,1330608,0.49429734377066725,0.9093715053569495,0.016001707490109783,0.03333438548392915,0.32230790798202325,28.7,0.20070786606219676,0.00009920277046282602,0.000986766951649171,0.001028852975481885,14.6,3.35,0.1495556918341089,0,0.34,0.34,0.28,0.04,0
NH,2016,1334795,0.49799557235380715,0.9073123588266363,0.012489558321689848,0.03541442693447308,0.32357835837732957,27.8,0.20089704540489134,0.00010713255593555565,0.0009162455657984934,0.0011057877801460148,22.9,1.97,0.11537352177675224,0,0.34,0.34,0.28,0.04,0
NH,2017,1342795,0.49578751782662284,0.9031832856094937,0.01668832547038081,0.03752843881605159,0.3212823437701143,28.7,0.2112073554925061,0.0001295804646278844,0.0009547250324882056,0.0010299412791974947,25.7,2.82,0.12287802680230415,0,0.34,0.34,0.28,0.04,0
NH,2018,1356458,0.49352209946787884,0.897755035541093,0.01727440141898975,0.03881284934734433,0.3296228496160867,29.1,0.21785925100019676,0.00011353097552596542,0.0009554295083224102,0.0009945018570423855,18.3,4.14,0.13343575694934898,0,0.34,0.34,0.28,0.04,0
NH,2019,1359711,0.4949287017608889,0.8965633138218342,0.016179908818859303,0.03984817361924703,0.3318207077012897,28.9,0.2084207848374992,0.0001095821097277289,0.0009171066498689795,0.0009744717811358444,18,5.41,0.1360583241585896,0,0.34,0.34,0.28,0.04,0
NJ,2011,8821155,0.48729922555493016,0.5855185630453155,0.13409865261408513,0.18146036431737114,0.33507131675135854,32.6,0.2784340680432354,0.00014816653828211837,0.0014544580613309707,0.0008588444483743909,27.2,3.33,0.06620448229285167,0,0.29,0.37,0.28,0.07,0
NJ,2012,8864590,0.4874941762675995,0.5792703328636745,0.1362373217486652,0.18516355522364825,0.3380693498630483,32.4,0.2724005162362013,0.00018004216777087266,0.0012892869269757541,0.0008891556180263273,35.6,2.78,0.06678255847140138,0,0.29,0.37,0.28,0.07,0
NJ,2013,8899339,0.48809793626245723,0.5730113214026346,0.13662093330751868,0.18922911016200192,0.3414756343876096,32.2,0.279611635181572,0.00015720268662650113,0.0011914368022164343,0.0008879311148839256,33.9,3,0.06202707864033497,0,0.29,0.37,0.28,0.07,0
NJ,2014,8938175,0.4881747112805466,0.5661073988817628,0.13560419213094396,0.19345917930673767,0.33940354104597154,31.5,0.25996053781707334,0.00010460748419000523,0.0012011400537581777,0.0008459221261611011,26,3.12,0.06679215835447393,0,0.29,0.37,0.28,0.07,0
NJ,2015,8958013,0.4883775006801173,0.5604822185455636,0.13380344502737382,0.19671538766465285,0.347556221426396,31.9,0.2594685515412718,0.00010872946935888572,0.001018529443973792,0.0008636960004411693,27.9,4.43,0.0997989174608253,0,0.29,0.37,0.28,0.07,0
NJ,2016,8944469,0.4885936772769854,0.5552878544271326,0.13355572030044488,0.19975126527913506,0.3466331863975037,31,0.258000224758895,0.00016032254122631538,0.000834146778305118,0.0007968052659134936,31.4,3.19,0.06864577427681845,0,0.29,0.37,0.28,0.07,0
NJ,2017,9005644,0.4882324906469765,0.5484870376843677,0.13520099173362837,0.20436439637187523,0.34552278967978145,30.9,0.24855842159075398,0.00015701264673575815,0.0007908373904187197,0.0007774013718508082,36.2,3.71,0.07117758596720013,0,0.29,0.37,0.28,0.07,0
NJ,2018,8908520,0.48833992627282646,0.5460541144881529,0.13559996497734753,0.2064718943213912,0.341663036855357,30.6,0.26116182976698654,0.00018218514410923476,0.0008727600095189774,0.0007968775958296103,29.2,2.72,0.07823970760575269,0,0.29,0.37,0.28,0.07,0
NJ,2019,8882190,0.4889099422552321,0.5432067992240652,0.135534479672243,0.20905260977304022,0.3399915072082709,29.6,0.23504357947837465,0.0001668507428911113,0.0008308761690529025,0.0008050942391459764,31.6,4.49,0.08612740776767892,0,0.29,0.37,0.28,0.07,0
NM,2011,2082224,0.4978129154212035,0.4006336494056355,0.021306545309246267,0.467313314993968,0.3895675655986126,31.8,0.24846795289031895,0.0004072568561307525,0.0013221440152452377,0.0013432752672142862,33.8,0.08,0.0850052636027632,0,0.34,0.36,0.23,0.07,0
NM,2012,2085538,0.49621584454466905,0.39657201163440803,0.020542900680783568,0.4697703901822935,0.3988292839978594,30.8,0.24207946858925028,0.0004066097093411868,0.001149343718503331,0.0012203086206053306,38.6,0.28,0.09206257569989135,0,0.34,0.36,0.23,0.07,0
NM,2013,2085287,0.49592406225138314,0.3927890980953701,0.020013072541093864,0.4731017840709696,0.40673257063458707,30.8,0.23849735747309916,0.0002052475270790064,0.001146604759920337,0.0011571548664524355,32,0.5,0.08727815403826908,0,0.34,0.36,0.23,0.07,0
NM,2014,2085572,0.49520179595813524,0.3873028598389315,0.019791692638758095,0.4766816969157622,0.4096700881017501,30.7,0.22863384505391932,0.00020521947935626294,0.0011114456849248072,0.0011148020782787648,36.4,0.03,0.09062262055685442,0,0.34,0.36,0.23,0.07,0
NM,2015,2085109,0.49644550956328903,0.3827660808140006,0.02295947118352086,0.48019743811954196,0.41555884460577164,30.3,0.23297869766166304,0.00021773442059863537,0.001043110935687295,0.001092029241636768,35.6,1.41,0.12133658240408535,0,0.34,0.36,0.23,0.07,0
NM,2016,2081015,0.4950584210109009,0.37830097332311396,0.019722587295142036,0.4852805001405564,0.4177617870814556,28.9,0.22017673346409722,0.00021816277153216098,0.0008692873429552405,0.0009034053094283318,34.3,0.52,0.0989901562458704,0,0.34,0.36,0.23,0.07,0
NM,2017,2088070,0.4952630898389422,0.37388018600908973,0.021278501199672426,0.4876962937066286,0.4321927370081405,29.6,0.2142697610200808,0.0003812132735013673,0.0008074441948785242,0.0008016972611071468,37.2,1.71,0.11158629739424444,0,0.34,0.36,0.23,0.07,0
NM,2018,2095428,0.4961473264650468,0.36891699452331456,0.021983098440986757,0.49117841319291333,0.4376440603234121,29.7,0.2137312833030691,0.00037987466045123,0.000837537724989835,0.0007879058598052522,37,0.16,0.11692122086752682,0,0.34,0.36,0.23,0.07,0
NM,2019,2096829,0.4944170459298302,0.3675445160287272,0.023052428214222525,0.49262481585289025,0.4203673368939218,28.4,0.19373401534526855,0.0006004304595176812,0.0009452368314249755,0.0011755846566410518,35.6,0.55,0.11588927852485825,0,0.34,0.36,0.23,0.07,0
NY,2011,19465197,0.484865732414627,0.5782137730226927,0.15597576536214866,0.1796232013475127,0.36760620496536545,32.5,0.28857511020603666,0.00018838751028309655,0.0030710195226896497,0.003292183480084995,18.6,2.01,0.07834495587175408,0,0.29,0.34,0.31,0.06,2
NY,2012,19570261,0.48470850746446353,0.5737038458505995,0.15567549150213172,0.18158602994615147,0.36469735844782813,31.9,0.27811503268675175,0.00020868398229333782,0.003345995232255717,0.0035354663895386987,26,3.29,0.08190999598830082,0,0.29,0.34,0.31,0.06,2
NY,2013,19651127,0.48527389803139537,0.5692064887677943,0.15671274222592932,0.18353695439452403,0.3645418861372929,32.1,0.2782137303698054,0.00021154003024864682,0.003728691998173947,0.0038553514004565745,24.3,2.12,0.08371021163315467,0,0.29,0.34,0.31,0.06,2
NY,2014,19746227,0.4848677673967791,0.5632663394379088,0.15666162452199095,0.18587292650894777,0.3683545733224104,32.5,0.27989728111497997,0.00020778653056100288,0.0038734994791663237,0.003975746860400217,16.9,2.6,0.08796617196794101,0,0.29,0.34,0.31,0.06,2
NY,2015,19795791,0.48578973176671747,0.5582424566919301,0.15565596747308558,0.18818106333816112,0.3681689263155379,31.9,0.27528196131014804,0.0002031745031052308,0.004254843870598553,0.004373555974600863,16.2,2.34,0.12724927233268932,0,0.29,0.34,0.31,0.06,2
NY,2016,19745289,0.4852828439229226,0.5551862522751629,0.15601361924862178,0.1897978803956731,0.3690580065094246,31.6,0.2694718701713004,0.00018186616564589154,0.004191430168482214,0.004291150157386909,23.7,1.73,0.09475677970578197,0,0.29,0.34,0.31,0.06,2
NY,2017,19849399,0.4855510234843886,0.5509777903099232,0.15803924340480033,0.19202868560403263,0.3683652042861847,31.5,0.2661317209885668,0.00022947798066833157,0.004279625796226878,0.004425121385287283,27.9,3.4,0.09360484919467839,0,0.29,0.34,0.31,0.06,2
NY,2018,19542209,0.4856827086436339,0.5523606364050246,0.15705793546676325,0.1920214342196422,0.37116122234300536,31.1,0.26599145091306475,0.00021972950959638185,0.004482758320720037,0.00450629711308481,19.1,3.45,0.09727661801181228,0,0.29,0.34,0.31,0.06,2
NY,2019,19453561,0.4858138826099756,0.5505688135966469,0.15854701357761697,0.1927285703630302,0.3655323646645752,30.1,0.24821887524210584,0.00020803389158416806,0.0045258551891861854,0.004587232126807015,19.4,4.43,0.10599601790129838,0,0.29,0.34,0.31,0.06,2
NC,2011,9656401,0.4854648227636777,0.6490132296701432,0.21659808866678176,0.08575700201348307,0.3653453201034557,31.8,0.24162398193053372,0.00037809117496259736,0.0009573960319170672,0.0010642681471078096,36.2,1.95,0.07166230979844354,0,0.4,0.32,0.23,0.05,0
NC,2012,9752073,0.4871832891324747,0.6452508097509114,0.21614973554853414,0.0866375795177087,0.36933083120933846,29.8,0.22739414390489565,0.00048348694682658755,0.0009032951250467464,0.0010327035082694726,43.9,2.86,0.06419148010889582,0,0.4,0.32,0.23,0.05,0
NC,2013,9848060,0.4869970329181585,0.6423798189694214,0.21544466625914138,0.08805846024496196,0.3712100609565601,30,0.21786718877419173,0.000320367666322098,0.0009152056344092136,0.0010268012177017606,44.1,4.69,0.061636505057848956,0,0.4,0.32,0.23,0.05,0
NC,2014,9943964,0.4869690799363312,0.6395321825380703,0.21665273526734408,0.08956196945202134,0.3760310210731961,30.4,0.23111251472068334,0.0002631747258940197,0.0008924006563177421,0.0009778796463864913,35.3,3.29,0.07079671648046997,0,0.4,0.32,0.23,0.05,0
NC,2015,10042802,0.48751394282193355,0.6360643175082014,0.21632329304112538,0.09077884837319306,0.38065688492431027,29.7,0.21865196989206426,0.00024146647519287943,0.0008224796227188388,0.0009297206098457382,39.4,3.95,0.09708445909816803,0,0.4,0.32,0.23,0.05,0
NC,2016,10146788,0.4862012491046428,0.6345194163906844,0.21506431394841402,0.09176401438563613,0.37995594537245897,28.7,0.20515321788147886,0.0002275596967237317,0.0007145118238402143,0.000851599540662523,38.4,2.8,0.08179928466032797,0,0.4,0.32,0.23,0.05,0
NC,2017,10273419,0.4865505826249275,0.6300630783189122,0.21478526282243526,0.09368507212642646,0.37647719608939695,28.5,0.2056278147660168,0.00023857685547528043,0.0006337714834759489,0.0007789033037589531,45.4,3.96,0.0805963428533383,0,0.4,0.32,0.23,0.05,0
NC,2018,10383620,0.4865590227685528,0.6265611607512601,0.2140422126387522,0.09587494534661323,0.3755149764138378,29,0.2059993221589666,0.0002359485420306213,0.0006566110855366433,0.0007668809143631989,35.9,3.79,0.0767555053054715,0,0.4,0.32,0.23,0.05,0
NC,2019,10488084,0.48572522874530755,0.6247211597466229,0.21486107472060673,0.09753878782816766,0.37661635580206687,28.4,0.19918654297864338,0.0002162454076454765,0.0006718100274559205,0.0007611495102441972,42,3.85,0.0883860197916035,0,0.4,0.32,0.23,0.05,0
ND,2011,683932,0.5028921003842487,0.8852707579116053,0.010025850523151424,0.021819420644157605,0.29556266240255846,26.4,0.19094313995843024,0.00006287174748366797,0.0008187948509500944,0.0010805167765216425,6.4,0.96,0.04532614353473737,0,0.45,0.3,0.22,0.03,0
ND,2012,699628,0.5111159073107423,0.8807451960184555,0.014582035024327214,0.023829806697273408,0.2916668894628118,24,0.16212125679354503,0.00007575454384329958,0.0009076251951036837,0.0010348356555197906,20,0.33,0.051455916572807264,0,0.45,0.3,0.22,0.03,0
ND,2013,723393,0.5103104398300785,0.8738624786250351,null,0.02437264391554798,0.2967071560921851,25.9,0.18437884261598148,0.0019284123567687274,0.0009317203788258941,0.001007750973537206,11.4,0.34,0.05253022907326999,0,0.45,0.3,0.22,0.03,3
ND,2014,739482,0.5089021774701751,0.8677398503276618,0.02016276258245637,0.027881679337698553,0.3058474758907648,25.3,0.17610410308886254,0.0006274662534044101,0.0010737245801790984,0.0012657508904882066,8.5,0.41,0.0595011102366251,0,0.45,0.3,0.22,0.03,0
ND,2015,756928,0.5127991037456667,0.8591358755390209,0.02071663355035089,0.034427316732899296,0.30009087682873037,24.7,0.1638184345683534,0.0006420689946732053,0.0010820051576900312,0.001276211211634396,16,0.48,0.08058890673881795,0,0.45,0.3,0.22,0.03,0
ND,2016,757953,0.5147825788670274,0.8505936383918264,0.025397353134033376,0.03487551338935264,0.2904956625775254,24.9,0.1757759260217725,0.0002849780923091537,0.0009327755151044986,0.0012929561595507902,14.6,0.22,0.058051092877790575,0,0.45,0.3,0.22,0.03,0
ND,2017,755393,0.5140370641507136,0.8436548922216648,0.030836928592136808,0.03505327690354557,0.2883576508296885,24.9,0.18979369686916855,0.0004381825089721509,0.0010034511836884907,0.0013688239102030333,11.2,0.48,0.06221926864559243,0,0.45,0.3,0.22,0.03,0
ND,2018,760077,0.5147136408548081,0.8380098332142665,0.03407023235803741,0.03610686811994048,0.3042214815725551,24.6,0.16037468303750166,0.00006315149649311846,0.0006499341514083441,0.0009551663844584167,11.8,0.23,0.07104543355475827,0,0.45,0.3,0.22,0.03,0
ND,2019,762062,0.5095897709110282,0.8363833913776044,0.0292049728237335,0.040004619046744225,0.2960320540248299,24.1,0.16924577165329155,0.000015746750264414182,0.000715164907842144,0.000989420808280691,9.8,0.42,0.07348483456726618,0,0.45,0.3,0.22,0.03,0
OH,2011,11544951,0.4886575958616022,0.8091733780420549,0.12096049606447008,0.0315304932866324,0.3639477702190751,31,0.25314742981581784,0.0001564320195035908,0.0009721998820090271,0.0010128237010274014,23.5,1.47,0.07059363006391278,0,0.4,0.32,0.21,0.07,0
OH,2012,11544225,0.48878413232590323,0.8064024219902158,0.12240839034235733,0.032421059014355665,0.3671044766576308,29.7,0.2394472705482352,0.00014994510242134055,0.001060790135327404,0.0010827058550920482,32.1,3.38,0.07943365622205042,0,0.4,0.32,0.21,0.07,0
OH,2013,11570808,0.48900845991049197,0.8033818381568513,0.12143905594146925,0.03311030655767514,0.3682307624606604,29.3,0.2316937280092966,0.00011563583113642539,0.000949544750893801,0.0009824724427196442,30.5,2.61,0.08115250032668418,0,0.4,0.32,0.21,0.07,0
OH,2014,11594163,0.48960722736087114,0.8001964436760118,0.12240762873525239,0.03438851083946293,0.3666701214351108,29.2,0.22647611440169202,0.00009513407738014378,0.0009246031817906993,0.0009279669433662439,19.8,2.08,0.0730540013970823,0,0.4,0.32,0.21,0.07,0
OH,2015,11613423,0.4894294300655371,0.7969797535145323,0.12281400582756695,0.03540747633148297,0.3684414252217933,28.6,0.21429225847503894,0.00009463187554608146,0.000868219473276742,0.0008845798521245631,24.4,2.46,0.10152045611358512,0,0.4,0.32,0.21,0.07,0
OH,2016,11614373,0.49004797762221,0.7935422773144964,0.12428651981471578,0.036169063969273246,0.36844100812343283,27.9,0.21015943965140524,0.00009798204345598337,0.0007978045823050457,0.0008475705059584361,27.2,1.34,0.08678901564466718,0,0.4,0.32,0.21,0.07,0
OH,2017,11658609,0.4897028453394397,0.7894916108774211,0.12362992875050531,0.03746261668094367,0.37069079733681204,27.5,0.20726156551207223,0.00011227754528863606,0.0007536061977891187,0.0008079866131542794,34.6,4.06,0.08491579055443063,0,0.4,0.32,0.21,0.07,0
OH,2018,11689442,0.490365151732649,0.7855279148482879,0.12372754832950965,0.039002546058229295,0.3688052823607096,27.6,0.20815759672990788,0.0001124946768203307,0.0007642794241162239,0.0007929377638385135,25,2.31,0.08409297894630043,0,0.4,0.32,0.21,0.07,0
OH,2019,11689100,0.4903890804253535,0.7834369626404086,0.12552985259771923,0.040002138744642445,0.36472990412793177,27.2,0.1978766431367472,0.00012892352704656476,0.0007560890059970399,0.0007897100717762701,27.4,3.42,0.09804005440966371,0,0.4,0.32,0.21,0.07,0
OK,2011,3791508,0.4952760220999138,0.6817203075926518,0.07263389659206838,0.09168462785783388,0.37884139109366455,29.3,0.2176451917357005,0.00043175433099442226,0.0007880769340325802,0.0009579301955844482,35,0.28,0.07226676034970782,0,0.38,0.37,0.19,0.06,0
OK,2012,3814820,0.49538562763118577,0.6778246417917491,0.07151582512412119,0.09339864004068343,0.38244693740440366,28.9,0.20886370085832143,0.0005213876408323328,0.0007976785274272443,0.0010519500264756921,42.7,1.86,0.06763097603556656,0,0.38,0.37,0.19,0.06,0
OK,2013,3850568,0.4952313528809256,0.6743851816147644,0.07194159407131623,0.09600038228126344,0.38390002082899394,27.8,0.1991350150480113,0.00029761842928108267,0.0008471477454754727,0.0010808794962197785,39.7,1.77,0.06232846686514821,0,0.38,0.37,0.19,0.06,0
OK,2014,3878051,0.49523897442297693,0.6697039311757375,0.07407174377025985,0.09769830257518532,0.3867345079340347,27.6,0.19637011683060152,0.00024032690647956924,0.0008403705882155753,0.0010005025720394084,36,0.33,0.06859115571198006,0,0.38,0.37,0.19,0.06,0
OK,2015,3911338,0.49588018217806795,0.6640978100077263,0.07320103759889839,0.10136275617192889,0.3865252535640117,27.6,0.18969361908154608,0.000198908915568023,0.0007667452927872764,0.0009725572169932642,37.7,1.21,0.09152878119968154,0,0.38,0.37,0.19,0.06,0
OK,2016,3923561,0.4952829840035621,0.661532215250381,0.07324290357662337,0.10295137503915448,0.3900476196848921,27.5,0.1920335795575719,0.0002599679219973896,0.0007867852698097468,0.0009588228652491958,38.2,0.5,0.06193353435820165,0,0.38,0.37,0.19,0.06,0
OK,2017,3930864,0.4958161869756878,0.6555650360836701,0.07293968959495928,0.10626366111877694,0.3904693395321369,27.9,0.18724464982938918,0.0002836526524448569,0.0007845603409326804,0.0009356721575714652,40.9,2.59,0.06868718938126579,0,0.38,0.37,0.19,0.06,0
OK,2018,3943079,0.4945566649818581,0.6518679945291485,0.07295821361935685,0.10881826105944112,0.3876199534106197,26.9,0.1907601496142757,0.00030204822170694525,0.0006796719010702043,0.0008468001782363478,36.6,0.53,0.0773507200844822,0,0.38,0.37,0.19,0.06,0
OK,2019,3956971,0.49595435498516416,0.6489799899973995,0.07263485125364831,0.11071751599898003,0.3905252511873816,27.2,0.18232402334387185,0.0003126128546304737,0.0006841091329706485,0.0008140064711113627,38.3,2.1,0.09906567422404662,0,0.38,0.37,0.19,0.06,0
OR,2011,3871859,0.4943661429819629,0.7790368915810209,0.01809647510407791,0.12037395989884962,0.3741257335216794,32.9,0.27924237814870406,0.0026452409553137136,0.001811016361907807,0.0019052863237013539,33.9,3.15,0.10976639386919823,0,0.3,0.34,0.3,0.06,3
OR,2012,3899353,0.4956691533185121,0.7761926145183573,0.017879632851911586,0.12159837798732251,0.3764585417419807,32.1,0.27233007877472215,0.0023806513542118397,0.0016784835843279642,0.001859026356423745,34.4,5.82,0.11642957177767696,0,0.3,0.34,0.3,0.06,3
OR,2013,3930065,0.4952070767277386,0.7734831357751081,0.018486971589528417,0.12309236615679385,0.378743198523437,31.9,0.2592662711583279,0.0018803760243151194,0.001636614152692131,0.001877577088419657,29.7,2.6,0.11730085889164683,0,0.3,0.34,0.3,0.06,3
OR,2014,3970239,0.4947543460229976,0.7688219777197293,0.0178936331036998,0.12512873910109693,0.38477903605420904,32.6,0.2606218673263485,0.0015271120957705568,0.0015366833079822147,0.0017439756145662768,36.7,2.35,0.11636579057331309,0,0.3,0.34,0.3,0.06,3
OR,2015,4028977,0.49445851887464237,0.765110101149746,0.01910658710635479,0.12705408841996368,0.381646888776292,30.8,0.24864888121076129,0.0018354535158676755,0.0014472656458450867,0.0015249528602421904,38.1,1.98,0.16356509357089902,0,0.3,0.34,0.3,0.06,3
OR,2016,4093465,0.4949445030066215,0.7620595265868891,0.019439521285756687,0.1276590858844524,0.38064376924029314,30.7,0.2446723877634741,0.001954823114403079,0.001279111950389218,0.0014146939084614136,33.1,5.16,0.1451093389097012,0,0.3,0.34,0.3,0.06,3
OR,2017,4142776,0.4958066764893878,0.756196328259119,0.018767608965582497,0.1305704194482154,0.37613233673361923,30.9,0.25028661459555496,0.0019231066318816175,0.0014449248523212455,0.001604721085571607,26.7,5.01,0.1766931159203394,0,0.3,0.34,0.3,0.06,3
OR,2018,4190713,0.4963219862586629,0.7510898503428891,0.01957805270845319,0.1327690538578996,0.3742534093805108,29.8,0.23117228104571977,0.002129709192683918,0.0013245955998418407,0.0015317202585812962,37.5,4.14,0.16918362102105297,1,0.3,0.34,0.3,0.06,3
OR,2019,4217737,0.49544957402512296,0.7489698859838819,0.018473887774415523,0.1343941075510398,0.3746151844883641,29.4,0.22333056203009669,0.0024046070203049643,0.0013594968107304936,0.0016945105870754863,35.3,3.48,0.1688109049947875,1,0.3,0.34,0.3,0.06,3
PA,2011,12742886,0.4878673481030906,0.7906997676978355,0.10772167309665957,0.058968588434362514,0.37379663806923924,30.8,0.2543088740033592,0.00008318366812667083,0.001101477326250898,0.0012840890203365235,22.5,1.9,0.0676455867218776,0,0.36,0.34,0.23,0.08,0
PA,2012,12763536,0.4880569929837625,0.786298796822448,0.10968770723097424,0.061179127790292595,0.37165572749397174,30,0.24101572887952002,0.00008430265719468335,0.0010702363357615007,0.0012574885204225538,30,3.36,0.06792788456114356,0,0.36,0.34,0.23,0.08,0
PA,2013,12773801,0.48875882754083927,0.7824357839925642,0.11030553865681797,0.06326597697897439,0.37055895484105617,30.2,0.2479207471487699,0.0001063896329682919,0.0010746214067371177,0.0012221890727748146,29,2.97,0.07076985151091676,0,0.36,0.34,0.23,0.08,0
PA,2014,12787209,0.4890238362413565,0.7771569229845231,0.11080330351994716,0.0654941199443913,0.37461424409910715,30.5,0.2425645735396366,0.00008070564890274335,0.0011183832218586557,0.0012451505250285658,19.6,2.32,0.07781213242076515,0,0.36,0.34,0.23,0.08,0
PA,2015,12802503,0.4891423184981874,0.7725554916878363,0.11001848622882572,0.06797178645457064,0.37467265573273767,29.6,0.2352296132120564,0.00011154068856691539,0.0010929893943395289,0.0012606909758193377,22.5,2.44,0.10458892296295498,0,0.36,0.34,0.23,0.08,0
PA,2016,12784227,0.4898903938423496,0.7690826359700903,0.11006117147325373,0.07039940701929026,0.378838203641098,28.7,0.22242047455822414,0.0001310208274618403,0.001068817066530499,0.001226667830600943,25.4,2.39,0.08917238406358084,0,0.36,0.34,0.23,0.08,0
PA,2017,12805537,0.4898288138951143,0.7638056100263503,0.11222340773370144,0.07328298688293979,0.37618139784802307,28.8,0.2202919380702309,0.00014040801256518957,0.0009636456479724356,0.0011124875122378703,31.8,3.82,0.08605652383027748,0,0.36,0.34,0.23,0.08,0
PA,2018,12807060,0.4897002122266937,0.7592131215126656,0.11153270149433203,0.07611137919241419,0.371942998040837,29.1,0.22851799237071732,0.00013617489103666259,0.000918868186765737,0.0010079596722432783,23.1,3.28,0.08362575017217067,0,0.36,0.34,0.23,0.08,0
PA,2019,12801989,0.48996503590184304,0.7561760910745978,0.11363492032370907,0.07794335708302827,0.37059516141181675,28.6,0.21719214183037852,0.00012732396504949348,0.0009036877004034295,0.0009910178801122232,25.8,4.27,0.09342298294429092,0,0.36,0.34,0.23,0.08,0
RI,2011,1051302,0.48358701876340004,0.7584366813722413,0.06030331912238348,0.12814015382830052,0.332948645985937,30.4,0.2470939355712132,0.000029487245339588435,0.0009882983196074962,0.0012365619013375794,25.2,4.06,0.12365619013375795,0,0.26,0.35,0.3,0.08,0
RI,2012,1050292,0.48256580074874417,0.7536570782220563,0.06459156120393186,0.13191569582554186,0.33915043227129615,30.3,0.23441404052198217,0.000026659252855396404,0.001189193100585361,0.0011063589934989509,33.5,3.3,0.13329626427698202,0,0.26,0.35,0.3,0.08,0
RI,2013,1051511,0.4878684103162021,0.7461139255794756,0.06423232852533164,0.13585497441301136,0.34197195447649703,31.2,0.2479792739675814,0.00011126845082933036,0.0012049327111176202,0.0011231456446960612,30.4,1.86,0.13409274843534685,0,0.26,0.35,0.3,0.08,0
RI,2014,1055173,0.48489678943642417,0.7405401768240848,0.06690845956065972,0.1403523403271312,0.34974450183617706,31.3,0.24178200692041524,0.000018954237835880942,0.001108822913399035,0.0011609470674477076,26.1,3.31,0.12415025782502016,0,0.26,0.35,0.3,0.08,0
RI,2015,1056298,0.48449679919871097,0.7338487813098198,0.06201280320515612,0.14397925585393515,0.35389295466455817,29.4,0.22757781693095058,0.00003408129145373749,0.0010177052309102166,0.0010811343011157837,25.5,3.71,0.16093943186487147,0,0.26,0.35,0.3,0.08,0
RI,2016,1056426,0.4840452620439103,0.7277509262361964,0.0639192901348509,0.14894748898645055,0.3614701879196166,29.4,0.22726238204450358,0.00003502374988877593,0.001063018138516091,0.0010620715506812592,31.3,3.2,0.14198817522476728,0,0.26,0.35,0.3,0.08,0
RI,2017,1059639,0.48431399750292314,0.7206888383685387,0.06290821685498552,0.15415249910582754,0.346027547983448,28.5,0.2045180440556163,0.00006511651609651966,0.0010484702809164252,0.0010088341406837612,34.2,4.84,0.1500511023093714,0,0.26,0.35,0.3,0.08,0
RI,2018,1057315,0.4879340593862756,0.7140634531809347,0.06691383362574067,0.15921556016891844,0.36199512868595907,28.9,0.20981967413783106,0.000048235388696840585,0.0009930815319937768,0.0009486293110378648,27.6,5.79,0.14376037415528958,0,0.26,0.35,0.3,0.08,0
RI,2019,1059361,0.48823866462896026,0.7080466432122761,0.07376427865477396,0.16296899734840153,0.34654327349831665,29.5,0.20920603994154896,0.00006702153467986834,0.0009288618327463442,0.0008986549438765444,29,6.42,0.1491465137946366,0,0.26,0.35,0.3,0.08,0
SC,2011,4679230,0.4860376600423574,0.6390711719663278,0.2789119149945611,0.05150591016043238,0.38925438685036406,32.6,0.25012468827930173,0.0004571264930341103,0.0006313004490054988,0.0008101760332362376,40.6,1.87,0.060266325869854656,0,0.43,0.35,0.15,0.06,0
